試合種別ID,試合種別名略,チームID,チーム名略,選手ID,選手名,選手名英略,ポジション,背番号,出生地,身長,体重,生年月日,所属チーム履歴,Jリーグ通算出場数(J1),Jリーグ通算出場数(J2),Jリーグ通算出場数(J3),Jリーグ初出場年月日,Jリーグ初出場試合名,初出場チーム名略称,初出場相手チーム名略称,初出場競技場名略称,Jリーグ初得点年月日,Jリーグ初得点試合名,Jリーグ初得点チーム名略称,Jリーグ初得点相手チーム名略称,Jリーグ初得点初出場競技場名略称,現所属F,SkillCorner選手ID,SkillCorner選手ID_2025
249,Ｊ１百年構想,176,水戸,1656732,パトリッキ,PATRYCK,FW,20,ブラジル,180,88,19980905,インテル　デ　ベベドウロ／ブラジル-インテルナシオナル／ブラジル-金海ＦＣ／大韓民国-ＥＣウニオン　スザーノ／ブラジル-ソシアル　ヴィーダ／ホンデュラス-サンクリストバン／ブラジル-マドゥレイラＥＣ／ブラジル-ペトロポリス／ブラジル-ブラジリエンセＦＣ／ブラジル-サンクリストバン／ブラジル-ホーチミン　シティＦＣ／ベトナム-バングー／ブラジル-サンクリストバン／ブラジル-バングー／ブラジル-マドゥレイラＥＣ／ブラジル,0,0,0,,,,,,,,,,,1,560995,
249,Ｊ１百年構想,122,浦和,400563,西川　周作,NISHIKAWA Shusaku,GK,1,大分県,183,81,19860618,宇佐ＦＣＪｒユース-大分トリニータＵ－１５-大分トリニータＵ－１８-大分トリニータ-サンフレッチェ広島,660,0,0,20050702,J1第13節,大分,横浜FM,大分ス,,,,,,1,151027,151027
249,Ｊ１百年構想,122,浦和,1200619,牲川　歩見,NIEKAWA Ayumi,GK,16,静岡県,195,90,19940512,ジュビロ磐田Ｊｒユース-ジュビロ磐田Ｕ－１８-ジュビロ磐田-サガン鳥栖-ジュビロ磐田-ザスパクサツ群馬-ジュビロ磐田-アスルクラロ沼津-ジュビロ磐田-アスルクラロ沼津-水戸ホーリーホック,6,71,77,20140720,J3第18節,J-22,相模原,ギオンス,,,,,,1,155850,155850
249,Ｊ１百年構想,122,浦和,1500285,吉田　舜,YOSHIDA Shun,GK,31,埼玉県,185,83,19961128,江南南ＳＳＳ-クマガヤＳＣ-前橋育英高-法政大-ザスパクサツ群馬-大分トリニータ-浦和レッズ-湘南ベルマーレ,2,11,34,20190310,明治安田J3第1節,群馬,秋田,正田スタ,,,,,,1,796954,796954
249,Ｊ１百年構想,122,浦和,1636992,佐藤　瑠星,SATO Ryusei,GK,35,熊本県,190,86,20031024,熊本アクアＳＣ-合志中-大津高-筑波大,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,122,浦和,1400104,片山　瑛一,KATAYAMA Eiichi,DF,32,埼玉県,181,75,19911130,ＦＣ鶴ヶ島-川越西中-川越高-早稲田大-ファジアーノ岡山-セレッソ大阪-清水エスパルス-柏レイソル,157,146,2,20140302,J2第1節,岡山,富山,カンスタ,20140330,J2第5節,岡山,大分,カンスタ,1,26821,26821
249,Ｊ１百年構想,122,浦和,1603257,石原　広教,ISHIHARA Hirokazu,DF,4,神奈川県,169,65,19990226,藤沢ＦＣ-湘南ベルマーレジュニア-湘南ベルマーレＵ－１５平塚-湘南ベルマーレユース-湘南ベルマーレ-アビスパ福岡-湘南ベルマーレ,189,47,0,20170409,明治安田J2第7節,湘南,東京Ｖ,駒沢,20240630,明治安田J1第21節,浦和,磐田,埼玉,1,254478,254478
249,Ｊ１百年構想,122,浦和,1605916,荻原　拓也,OGIWARA Takuya,DF,26,埼玉県,175,73,19991123,１ＦＣ川越水上公園-浦和レッズＪｒユース-浦和レッズユース-浦和レッズ-アルビレックス新潟-浦和レッズ-京都サンガF.C.-浦和レッズ-京都サンガF.C.-浦和レッズ-ＧＮＫディナモ　ザグレブ／クロアチア,88,64,0,20180318,明治安田J1第4節,浦和,横浜FM,埼玉,20210717,明治安田J2第23節,京都,新潟,サンガＳ,1,27008,27008
249,Ｊ１百年構想,122,浦和,1631769,宮本　優太,MIYAMOTO Yuta,DF,2,東京都,171,70,19991215,田柄ＦＣ-Ｆｏｒｚａ０２-流通経済大付属柏高-流通経済大-浦和レッズ-ＫＭＳＫデインズ／ベルギー-浦和レッズ-京都サンガF.C.-浦和レッズ-京都サンガF.C.,81,0,0,20220226,明治安田J1第2節,浦和,Ｇ大阪,埼玉,20240707,明治安田J1第22節,京都,福岡,ベススタ,1,151022,151022
249,Ｊ１百年構想,122,浦和,1636965,根本　健太,NEMOTO Kenta,DF,5,千葉県,184,81,20021213,柏レイソルＡ．Ａ．長生-ジェフユナイテッド千葉Ｊｒユース-東京学館高-流通経済大,5,0,0,20250809,明治安田J1第25節,浦和,横浜FC,ニッパツ,20251206,明治安田J1第38節,浦和,川崎Ｆ,埼玉,1,1014282,896103
249,Ｊ１百年構想,122,浦和,1651281,ダニーロ　ボザ,DANILO BOZA,DF,3,ブラジル,184,72,19980506,ミラソウＦＣ／ブラジル-ＳＣブラガ／ポルトガル-アトレチコ　パラナエンセ／ブラジル-フィゲイレンセＦＣ／ブラジル-ミラソルＦＣ／ブラジル-サントスＦＣ／ブラジル-ＥＣジュべントゥージ／ブラジル-ＣＲヴァスコ　ダ　ガマ／ブラジル-ＥＣジュべントゥージ／ブラジル,35,0,0,20250215,明治安田J1第1節,浦和,神戸,ノエスタ,20250420,明治安田J1第11節,浦和,横浜FM,埼玉,1,53354,53354
249,Ｊ１百年構想,122,浦和,1651661,田中　義峯,TANAKA Yoshitaka,DF,42,福岡県,186,85,20080405,ＦＣリベルタＵ－１２-ＦＣリベルタＵ－１５,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,122,浦和,1655794,ルカ　ディドゥリカ,LUKA DIDULICA,DF,40,オーストラリア,200,84,20070918,ノース　ジーロング　ウォリアーズ／オーストラリア-ノース　ジーロング　ウォリアーズＶＰＬ１／オーストラリア-メルボルン　ビクトリーＮＰＬ１／オーストラリア,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,122,浦和,1200171,中島　翔哉,NAKAJIMA Shoya,MF,10,東京都,164,64,19940823,松が谷ＦＣ-東京ヴェルディ１９６９ジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース-東京ヴェルディ-ＦＣ東京-カターレ富山-ＦＣ東京-ポルティモネンセＳＣ／ポルトガル-ＦＣ東京-ポルティモネンセＳＣ／ポルトガル-アル　ドゥハイル／カタール-ＦＣポルト／ポルトガル-アル　アインＦＣ／アラブ首長国連邦-ＦＣポルト／ポルトガル-ポルティモネンセＳＣ／ポルトガル-ＦＣポルト／ポルトガル-アンタルヤスポル／トルコ,96,57,10,20120914,J2第33節,東京Ｖ,福岡,味フィ西,20120914,J2第33節,東京Ｖ,福岡,味フィ西,1,16208,16208
249,Ｊ１百年構想,122,浦和,1400040,関根　貴大,SEKINE Takahiro,MF,14,埼玉県,167,61,19950419,ＦＣ鶴ヶ島サッカー少年団-浦和レッズＪｒユース-浦和レッズユース-浦和レッズ-インゴルシュタット０４／ドイツ-シント＝トロイデン／ベルギー,300,0,0,20140323,J1第4節,浦和,清水,埼玉,20140517,J1第14節,浦和,Ｃ大阪,埼玉,1,14613,14613
249,Ｊ１百年構想,122,浦和,1401506,長沼　洋一,NAGANUMA Yoichi,MF,88,山梨県,178,70,19970414,ＵスポーツクラブＵ－１２-ＵスポーツクラブＵ－１５-サンフレッチェ広島ユース-サンフレッチェ広島-モンテディオ山形-サンフレッチェ広島-ＦＣ岐阜-サンフレッチェ広島-愛媛ＦＣ-サンフレッチェ広島-愛媛ＦＣ-サンフレッチェ広島-サガン鳥栖,123,92,0,20170909,明治安田J2第32節,山形,京都,ＮＤスタ,20200705,明治安田J2第3節,愛媛,山口,みらスタ,1,254395,254395
249,Ｊ１百年構想,122,浦和,1500294,渡邊　凌磨,WATANABE Ryoma,MF,13,埼玉県,176,72,19961002,前橋育英高-早稲田大-インゴルシュタットＩＩ／ドイツ-インゴルシュタット０４／ドイツ-アルビレックス新潟-モンテディオ山形-ＦＣ東京,143,67,0,20180725,明治安田J2第25節,新潟,東京Ｖ,味スタ,20190403,明治安田J2第7節,新潟,町田,デンカＳ,1,254428,254428
249,Ｊ１百年構想,122,浦和,1617891,柴戸　海,SHIBATO Kai,MF,22,神奈川県,180,70,19951124,いぶき野ＦＣヘリオス-町田ＪＦＣ-市立船橋高-明治大-浦和レッズ-ＦＣ町田ゼルビア,147,0,0,20180411,明治安田J1第7節,浦和,神戸,ノエスタ,20181201,明治安田J1第34節,浦和,FC東京,埼玉,1,27009,27009
249,Ｊ１百年構想,122,浦和,1624851,金子　拓郎,KANEKO Takuro,MF,77,埼玉県,178,75,19970730,小川サッカースポーツ少年団-クマガヤＳＣ-前橋育英高-日本大-北海道コンサドーレ札幌-ＧＮＫディナモ　ザグレブ／クロアチア-ＫＶコルトレイク／ベルギー,156,0,0,20190330,明治安田J1第5節,札幌,名古屋,豊田ス,20200726,明治安田J1第7節,札幌,横浜FM,札幌ド,1,26845,26845
249,Ｊ１百年構想,122,浦和,1626167,松尾　佑介,MATSUO Yusuke,MF,24,埼玉県,170,65,19970723,戸塚フットボールジュニアクラブ-浦和レッズＪｒユース-浦和レッズユース-仙台大-横浜ＦＣ-浦和レッズ-ＫＶＣウェステルロー／ベルギー,129,21,0,20190629,明治安田J2第20節,横浜FC,岡山,ニッパツ,20190804,明治安田J2第26節,横浜FC,福岡,レベスタ,1,26042,26042
249,Ｊ１百年構想,122,浦和,1627458,マテウス　サヴィオ,MATHEUS SAVIO,MF,8,ブラジル,175,74,19970415,ＣＲフラメンゴ／ブラジル-エストリール／ポルトガル-ＣＲフラメンゴ／ブラジル-ＣＳＡ／ブラジル-柏レイソル-ＣＲフラメンゴ／ブラジル-柏レイソル,164,19,0,20190727,明治安田J2第24節,柏,栃木,栃木グ,20190731,明治安田J2第25節,柏,岡山,Ｃスタ,1,31891,31891
249,Ｊ１百年構想,122,浦和,1633165,安居　海渡,YASUI Kaito,MF,25,埼玉県,174,69,20000209,川口朝日リボルバーサッカー少年団-武南ＪｒユースＦＣ-浦和学院高-流通経済大,107,0,0,20220219,明治安田J1第1節,浦和,京都,サンガＳ,20230304,明治安田J1第3節,浦和,Ｃ大阪,浦和駒場,1,151019,151019
249,Ｊ１百年構想,122,浦和,1636532,早川　隼平,HAYAKAWA Jumpei,MF,39,埼玉県,163,65,20051205,１ＦＣ川越水上公園-浦和レッズＪｒユース-浦和レッズユース-浦和レッズ-ファジアーノ岡山,17,15,0,20230423,明治安田J1第9節,浦和,川崎Ｆ,等々力,20240526,明治安田J2第17節,岡山,仙台,ユアスタ,1,254599,254599
249,Ｊ１百年構想,122,浦和,1641597,植木　颯,UEKI Hayate,MF,37,神奈川県,173,71,20031011,横浜Ｆ・マリノスＪｒユース追浜-日大藤沢高-日本大,0,0,0,,,,,,,,,,,1,1036372,
249,Ｊ１百年構想,122,浦和,1645913,サミュエル　グスタフソン,SAMUEL GUSTAFSON,MF,11,スウェーデン,187,79,19950111,ＢＫヘッケン／スウェーデン-トリノＦＣ／イタリア-ペルージャ／イタリア-トリノＦＣ／イタリア-エラス　ヴェローナ／イタリア-トリノＦＣ／イタリア-ＵＳクレモネーゼ／イタリア-ＢＫヘッケン／スウェーデン,60,0,0,20240223,明治安田J1第1節,浦和,広島,Ｅピース,20240317,明治安田J1第4節,浦和,湘南,レモンＳ,1,19691,19691
249,Ｊ１百年構想,122,浦和,1651678,和田　武士,WADA Takeshi,MF,43,埼玉県,170,65,20090605,東川口ＦＣ-浦和レッズジュニア-浦和レッズＪｒユース,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,122,浦和,1400082,オナイウ　阿道,ONAIWU Ado,FW,45,埼玉県,180,75,19951108,神川パルフェ-ＦＣコルージャ-正智深谷高-ジェフユナイテッド千葉-浦和レッズ-レノファ山口ＦＣ-浦和レッズ-大分トリニータ-浦和レッズ-横浜Ｆ・マリノス-トゥールーズＦＣ／フランス-ＡＪオセール／フランス-１．ＦＣマクデブルク／ドイツ,76,104,2,20140810,J3第21節,J-22,福島,とうスタ,20140914,J2第31節,千葉,北九州,フクアリ,1,59955,
249,Ｊ１百年構想,122,浦和,1502882,イサーク　キーセ　テリン,ISAAC KIESE THELIN,FW,9,スウェーデン,190,85,19920624,カールスルンズＩＦ　ＦＫ／スウェーデン-ＩＦＫノルシェーピン／スウェーデン-マルメＦＦ　Ｕ１９／スウェーデン-ジロンディンス　ボルドー／フランス-ＲＳＣアンデルレヒト／ベルギー-ベフェレン／ベルギー-バイヤー　レバークーゼン／ドイツ-ＲＳＣアンデルレヒト／ベルギー-マルメＦＦ／スウェーデン-カスムパシャＳＫ／トルコ-バニーヤースＳＣ／アラブ首長国連邦-マルメＦＦ／スウェーデン,10,0,0,20250913,明治安田J1第29節,浦和,Ｇ大阪,パナスタ,20251004,明治安田J1第33節,浦和,神戸,埼玉,1,4479,4479
249,Ｊ１百年構想,122,浦和,1607183,安部　裕葵,ABE Hiroki,FW,7,東京都,171,65,19990128,城北アスカＦＣ-Ｓ．Ｔ．ＦＣ-瀬戸内高-鹿島アントラーズ-ＦＣバルセロナ　アトレティック／スペイン,51,0,0,20170401,明治安田J1第5節,鹿島,大宮,ＮＡＣＫ,20170729,明治安田J1第19節,鹿島,甲府,カシマ,1,53345,53345
249,Ｊ１百年構想,122,浦和,1634323,二田　理央,NITTA Rio,FW,41,大分県,174,70,20030410,ＦＣ佐伯Ｓ－ｐｌａｙ　ＭＩＮＡＭＩ-サガン鳥栖Ｕ－１８-ＦＣヴァッカー　インスブルック／オーストリア-ザンクト　ペルテン／オーストリア-浦和レッズ-湘南ベルマーレ,28,0,0,20210623,明治安田J1第19節,鳥栖,横浜FM,ニッパツ,20240720,明治安田J1第24節,浦和,札幌,埼玉,1,507843,507843
249,Ｊ１百年構想,122,浦和,1636974,松永　颯汰,MATSUNAGA Sota,FW,38,兵庫県,180,75,20031005,西宮ＳＳ-ガンバ大阪門真Ｊｒユース-静岡学園高-流通経済大,0,0,0,,,,,,,,,,,1,1060530,
249,Ｊ１百年構想,122,浦和,1639183,小森　飛絢,KOMORI Hiiro,FW,17,富山県,178,74,20000806,ＦＣひがし-富山第一高-新潟医療福祉大-ジェフユナイテッド千葉-シント＝トロイデンＶＶ／ベルギー-ジェフユナイテッド千葉,11,73,0,20220903,明治安田J2第34節,千葉,長崎,フクアリ,20230218,明治安田J2第1節,千葉,長崎,トラスタ,1,727357,727357
249,Ｊ１百年構想,122,浦和,1643560,肥田野　蓮治,HIDANO Renji,FW,36,千葉県,181,75,20031201,東習志野ＦＣ-ＦＣ東京Ｕ－１５深川-関東第一高-桐蔭横浜大,1,0,0,20251130,明治安田J1第37節,浦和,岡山,ＪＦＥス,20251130,明治安田J1第37節,浦和,岡山,ＪＦＥス,1,1036373,904874
249,Ｊ１百年構想,122,浦和,1647891,照内　利和,TERUUCHI Toshikazu,FW,27,静岡県,172,68,20061108,大宮春岡ＦＣ-浦和レッズジュニア-浦和レッズＪｒユース-浦和レッズユース,1,0,0,20251206,明治安田J1第38節,浦和,川崎Ｆ,埼玉,,,,,,1,1017539,896104
249,Ｊ１百年構想,121,千葉,1000632,鈴木　椋大,SUZUKI Ryota,GK,23,愛知県,192,93,19940210,豊川中部サッカー少年団-名古屋グランパスエイトＵ－１２-名古屋グランパス三好Ｊｒユース-横浜Ｆ・マリノスユース-横浜Ｆ・マリノス-東京ヴェルディ-横浜Ｆ・マリノス-ガンバ大阪-ジェフユナイテッド千葉-ガンバ大阪,0,84,14,20140413,J3第6節,J-22,福島,とうスタ,,,,,,1,727366,727366
249,Ｊ１百年構想,121,千葉,1601841,若原　智哉,WAKAHARA Tomoya,GK,35,滋賀県,186,83,19991228,矢倉ＦＣ-京都サンガF.C.Ｕ－１５-京都サンガF.C.Ｕ－１８-京都サンガF.C.-Ｖ・ファーレン長崎-京都サンガF.C.,18,96,0,20180512,明治安田J2第14節,京都,徳島,鳴門大塚,,,,,,1,255009,255009
249,Ｊ１百年構想,121,千葉,1633180,薄井　覇斗,USUI Haruto,GK,21,東京都,186,85,19990711,杉並ＦＣ-Ｆｏｒｚａ’０２-流通経済大付属柏高-流通経済大-松本山雅ＦＣ-サンフレッチェ広島-松本山雅ＦＣ,0,0,0,,,,,,,,,,,1,978605,895935
249,Ｊ１百年構想,121,千葉,1636859,ホセ　スアレス,JOSE SUAREZ,GK,19,スペイン,187,85,19951218,バルセロナＢ／スペイン-ＣＦペララーダ／スペイン-ジローナＦＣ／スペイン-ジムナスティック　タラゴナ／スペイン-ＡＤアルコルコン／スペイン-徳島ヴォルティス,0,118,0,20220330,明治安田J2第7節,徳島,山口,みらスタ,,,,,,1,13986,13986
249,Ｊ１百年構想,121,千葉,701094,鈴木　大輔,SUZUKI Daisuke,DF,13,東京都,182,74,19900129,仲良しスポーツ少年団-テイヘンズＦＣＪｒユース-星稜高-アルビレックス新潟-柏レイソル-ジムナスティック　タラゴナ／スペイン-柏レイソル-浦和レッズ,175,145,0,20100501,J1第9節,新潟,神戸,ホームズ,20110528,J1第13節,新潟,浦和,埼玉,1,26997,26997
249,Ｊ１百年構想,121,千葉,1100302,前　貴之,MAE Takayuki,DF,15,北海道,172,68,19930916,コンサドーレ札幌ユース・Ｕ－１２-コンサドーレ札幌ユース・Ｕ－１５-コンサドーレ札幌Ｕ－１８-コンサドーレ札幌-カターレ富山-北海道コンサドーレ札幌-レノファ山口ＦＣ-北海道コンサドーレ札幌-レノファ山口ＦＣ-横浜Ｆ・マリノス-松本山雅ＦＣ-横浜Ｆ・マリノス-松本山雅ＦＣ-レノファ山口ＦＣ,15,299,17,20110924,J2第29節,札幌,徳島,札幌厚別,20141011,J2第36節,富山,水戸,Ｋｓスタ,1,727152,727152
249,Ｊ１百年構想,121,千葉,1604890,河野　貴志,KAWANO Takashi,DF,28,宮崎県,186,82,19960617,都農ＦＣジュニア-都農中-鵬翔高-関西大-ギラヴァンツ北九州-ブラウブリッツ秋田,0,123,48,20190427,明治安田J3第7節,北九州,秋田,ソユスタ,20190810,明治安田J3第20節,北九州,Ｇ大23,ミクスタ,1,789890,789890
249,Ｊ１百年構想,121,千葉,1618063,鳥海　晃司,TORIUMI Koji,DF,24,千葉県,183,73,19950509,ＦＣウーノ木更津-ジェフユナイテッド千葉Ｕ－１５-ジェフユナイテッド千葉Ｕ－１８-明治大-ジェフユナイテッド千葉-セレッソ大阪,83,109,0,20180225,明治安田J2第1節,千葉,東京Ｖ,味スタ,20200919,明治安田J2第20節,千葉,岡山,フクアリ,1,74125,74125
249,Ｊ１百年構想,121,千葉,1635215,植田　悠太,UEDA Yuta,DF,26,滋賀県,173,62,20040706,ＦＣ瀬田-京都サンガF.C.Ｕ－１５-京都サンガF.C.Ｕ－１８-京都サンガF.C.-大宮アルディージャ-京都サンガF.C.,0,5,9,20240224,明治安田J3第1節,大宮,八戸,ＮＡＣＫ,,,,,,1,929452,815891
249,Ｊ１百年構想,121,千葉,1641150,久保庭　良太,KUBONIWA Ryota,DF,3,千葉県,182,70,20011014,千葉美浜ＦＣコパソル-ジェフユナイテッド千葉Ｕ－１５-ジェフユナイテッド千葉Ｕ－１８-立教大,0,15,0,20230923,明治安田J2第36節,千葉,仙台,フクアリ,,,,,,1,727364,727364
249,Ｊ１百年構想,121,千葉,1641392,石尾　陸登,ISHIO Rikuto,DF,39,愛知県,181,72,20010807,南姫ＦＣジャーボア-ＪＦＡアカデミー福島Ｕ－１５-ＪＦＡアカデミー福島Ｕ－１８-仙台大-ベガルタ仙台,0,54,0,20240225,明治安田J2第1節,仙台,大分,レゾド,20250308,明治安田J2第4節,仙台,長崎,Ｑスタ,1,813829,815348
249,Ｊ１百年構想,121,千葉,1656021,齋藤　隼士,SAITO Shunji,DF,46,千葉県,182,72,20080412,七栄ＦＣ-ＦＣラルクヴェール千葉,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,121,千葉,700762,米倉　恒貴,YONEKURA Koki,MF,11,千葉県,176,71,19880517,西小中台ＦＣ-ＦＣ千葉なのはな-八千代高-ジェフユナイテッド千葉-ジェフリザーブズ-ジェフユナイテッド千葉-ガンバ大阪-ジェフユナイテッド千葉-ガンバ大阪,147,233,1,20070630,J1第18節,千葉,横浜FC,日産ス,20100314,J2第2節,千葉,鳥栖,フクアリ,1,727356,727356
